Symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Headquarters Location,Date first added,CIK,Founded,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
NOW,ServiceNow,reports,Information Technology,Systems Software,"Santa Clara, California",21/11/19,1373715,2003,95054,Technology,11901.0,"ServiceNow, Inc. provides enterprise cloud computing solutions that defines, structures, consolidates, manages, and automates services for enterprises worldwide. The company offers information technology (IT) service management applications; and digital workflow products for customer service, human resources, security operations, integrated risk management, and other enterprise departments. It operates the Now platform that offers workflow automation, electronic service catalogs and portals, configuration management systems, data benchmarking, performance analytics, encryption, and collaboration and development tools. The company also provides IT service management product suite for enterprise's employees, customers, and partners; IT operations management product that connects a customer's physical and cloud-based IT infrastructure with applications and platforms; IT Asset Management product to automate IT asset lifecycles with workflows; IT business management product suite to manage IT priorities; and enterprise development operations product for developers' toolchain. In addition, it offers customer service management product for customer service cases and requests; human resources service delivery product; security operations product for security operations management requirements of third-party; governance, risk, and compliance product to create policies and controls; and field service management application. Further, the company provides professional, training, and customer support services; and certification programs. It serves government, financial services, healthcare, telecommunications, manufacturing, IT services, technology, oil and gas, education, and consumer products. The company sells its products through direct sales team and resale partners. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. The company was founded in 2004 and is headquartered in Santa Clara, California.",Santa Clara,408-501-8550,CA,United States,,http://www.servicenow.com,1.0,2225 Lawson Lane,,Software—Application,450.35,439.99,371.9824,,0.0,,452.73,,1764260.0,,450.35,448.1737,,439.99,,1764260.0,,,,,,1.289855,,,432.85,2.0,USD,124.96899,1724706.0,,,,84994252800.0,,,1734748.0,21.491476,432.85,459.44,,900.0,1724706.0,501.82,81.16117,,,213.99,443.52,False,,900.0,452.73,NYQ,"ServiceNow, Inc.","ServiceNow, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,NOW,finmb_22967487,us_market,,21.552,,0.18416001,173.449,0.778774,,5.46,,191800000.0,,,12.924,5144357.0,0.026800001,,1577750400.0,0.98929,728318976.0,3.5460000000000003,,0.15022206,34.288146999999995,0.00772,1640908800.0,1593475200.0,3.0,1594771200.0,190625260.0,85233270784.0,,,,,,,1597363200.0,3.61,,0.027000000000000003,6393243.0,,,439.99,https://logo.clearbit.com/servicenow.com,,,,,
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",30/6/64,89800,1866,44115-1075,Basic Materials,61111.0,"The Sherwin-Williams Company develops, manufactures, distributes, and sells paints, coatings, and related products to professional, industrial, commercial, and retail customers. It operates in three segments: The Americas Group, Consumer Brands Group, and Performance Coatings Group. The Americas Group segment offers architectural paints and coatings, and protective and marine products, as well as OEM product finishes and related products for architectural and industrial paint contractors, and do-it-yourself homeowners. The Consumer Brands Group segment provides branded and private-label architectural paints, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks, and adhesives to retailers and distributors. The Performance Coatings Group segment develops and sells industrial coatings for wood finishing and general industrial applications, automotive refinish products, protective and marine coatings, coil coatings, packaging coatings, and performance-based resins and colorants. It serves retailers, dealers, jobbers, licensees, and other third-party distributors through its branches and direct sales staff, as well as through outside sales representatives. The company has operations primarily in North and South America, the Caribbean, Europe, Asia, and Australia. As of March 3, 2020, it operated approximately 4,900 company-operated stores and facilities. The company was founded in 1866 and is headquartered in Cleveland, Ohio.",Cleveland,216 566 2000,OH,United States,,http://www.sherwin-williams.com,1.0,101 West Prospect Avenue,216 566 3310,Specialty Chemicals,679.62,670.83,565.1187,0.007268768,0.259,,673.3,,498080.0,,679.62,656.6805400000002,4.94,670.83,,498080.0,,,,5.36,1597881600.0,1.2095870000000002,,,661.695,2.0,USD,35.66556,614687.0,,,,60939558912.0,,,464232.0,3.4365447,661.695,672.31,,1000.0,614687.0,699.81,26.772,,0.93,325.43,671.39,False,0.007900001,800.0,673.3,NYQ,Sherwin-Williams Company (The),The Sherwin-Williams Company,America/New_York,EDT,False,-14400000.0,EQUITY,SHW,finmb_303104,us_market,,4.055,,0.09828,22.812,0.3026278,,25.0,,91049696.0,,,42.776,656756.0,0.0072,,1577750400.0,0.81606,1742700032.0,18.766,,0.15022206,15.646624,0.09696999,1640908800.0,1593475200.0,1.36,1594771200.0,80824692.0,71906590720.0,,859766400.0,2:01,,,0.265,1597363200.0,3.49,,0.008,765439.0,,,670.83,https://logo.clearbit.com/sherwin-williams.com,,,,,
SPG,Simon Property Group Inc,reports,Real Estate,Retail REITs,"Indianapolis, Indiana",26/6/02,1063761,2003,46204,Real Estate,3500.0,"Simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an S&P 100 company (Simon Property Group, NYSE: SPG). Our properties across North America, Europe and Asia provide community gathering places for millions of people every day and generate billions in annual sales.",Indianapolis,317-636-1600,IN,United States,,http://www.simon.com,1.0,225 West Washington Street,,REIT—Retail,70.24,69.46,69.44247,0.10820046,1.1072,,70.75,,4669040.0,,70.24,65.04485,7.6,69.46,,4669040.0,,,,5.2,1594252800.0,1.343924,,,68.79,2.0,USD,12.306747,3792964.0,,,,21427945472.0,,,6906010.0,4.0198220000000005,68.79,69.25,,1200.0,3792964.0,163.6,12.876839,,5.04,42.25,69.0,False,0.07400000000000001,1000.0,70.75,NYQ,"Simon Property Group, Inc.","Simon Property Group, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,SPG,finmb_34378,us_market,,8.724,,0.32821998,11.897,-0.56432205,,5.44,,305887008.0,,,6.496,27464005.0,0.08979999,,1577750400.0,0.98341006,1746265984.0,5.692,,0.15022206,10.78356,0.00492,1640908800.0,1593475200.0,4.77,1594771200.0,303194165.0,46504026112.0,,1401321600.0,1063:1000,,,-0.486,1597363200.0,1.83,,0.1181,27973728.0,,,69.46,https://logo.clearbit.com/simon.com,,,,,
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Woburn, Massachusetts",12/3/15,4127,2002,92617,Technology,9000.0,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property worldwide. Its product portfolio includes amplifiers, antenna tuners, attenuators, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, directional couplers, diversity receive modules, filters, front-end modules, hybrids, LED drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators, as well as wireless radio integrated circuits. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was founded in 1962 and is headquartered in Irvine, California.",Irvine,949-231-3000,CA,United States,,http://www.skyworksinc.com,1.0,5221 California Avenue,949-231-3206,Semiconductors,139.01,133.1,116.51384,0.01266096,0.3868,,135.44,,2474480.0,,139.01,142.27715,1.76,133.1,,2474480.0,,,,2.0,1597017600.0,1.236343,,,130.72,2.0,USD,28.749723,2678639.0,,,,21854990336.0,,,1874967.0,6.774010700000002,130.72,131.7,,800.0,2678639.0,154.24,18.934877,,1.42,67.9,132.0,False,0.014400001,800.0,135.44,NMS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,SWKS,finmb_1462309,us_market,,6.9,,0.24129999,18.588,0.7311331,,6.91,,167036000.0,,,25.029,2985971.0,0.0179,,1569542400.0,0.8487100000000001,778499968.0,4.551,,0.15022206,5.227536,0.00352,1632700800.0,1593129600.0,1.6,1594771200.0,166326184.0,22261186560.0,,956188800.0,2:01,,,-0.1,1597363200.0,1.89,,0.0202,2812437.0,,,133.1,https://logo.clearbit.com/skyworksinc.com,,,,,
SLG,SL Green Realty,reports,Real Estate,Office REITs,"New York, New York",20/3/15,1040971,1997,10170,Real Estate,1033.0,"SL Green Realty Corp., an S&P 500 company and Manhattan's largest office landlord, is a fully integrated real estate investment trust, or REIT, that is focused primarily on acquiring, managing and maximizing value of Manhattan commercial properties. As of June 30, 2020, SL Green held interests in 96 buildings totaling 41.0 million square feet. This included ownership interests in 28.7 million square feet of Manhattan buildings and 11.2 million square feet securing debt and preferred equity investments.",New York,212-594-2700,NY,United States,,http://www.slgreen.com,1.0,420 Lexington Avenue,,REIT—Office,49.19,48.49,51.41268,0.059260014000000014,1.0192,,49.32,,1199360.0,,49.19,47.942,2.915,48.49,,1199360.0,,,,3.54,1598572800.0,1.521739,,,46.75,2.0,USD,16.82761,1647358.0,,,,3446440704.0,,,1449195.0,2.9719229,46.75,47.59,,800.0,1647358.0,96.39,-96.0204,,3.53,35.16,46.73,False,0.07200000000000001,800.0,49.32,NYQ,SL Green Realty Corp,SL Green Realty Corp.,America/New_York,EDT,False,-14400000.0,EQUITY,SLG,finmb_364744,us_market,,8.787,,0.21322,16.077,-0.40375757,,-0.49,,73250600.0,,,66.482,8594188.0,0.1173,,1577750400.0,1.08055,219632000.0,2.7960000000000003,,0.15022206,0.7077103,0.00456,1640908800.0,1593475200.0,7.39,1594771200.0,72877765.0,10190564352.0,,,,,,-0.627,1597363200.0,-3.71,,0.1683,7556856.0,,,48.49,https://logo.clearbit.com/slgreen.com,,,,,
SNA,Snap-on,reports,Industrials,Industrial Machinery,"Kenosha, Wisconsin",30/9/82,91440,1920,53143,Industrials,12800.0,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. It operates through Commercial & Industrial Group, Snap-on Tools Group, Repair Systems & Information Group, and Financial Services segments. The company offers hand tools, including wrenches, sockets, ratchet wrenches, pliers, screwdrivers, punches and chisels, saws and cutting tools, pruning tools, torque measuring instruments, and other products; power tools, such as cordless, pneumatic, hydraulic, and corded tools, such as impact wrenches, ratchets, screwdrivers, drills, sanders, grinders, etc.; and tool storage products comprising tool chests, roll cabinets, and other products. It also provides handheld and PC-based diagnostic products, service and repair information products, diagnostic software solutions, electronic parts catalogs, business management systems and services, point-of-sale systems, integrated systems for vehicle service shops, original equipment manufacturer purchasing facilitation services, and warranty management systems and analytics. In addition, the company offers solutions for the service of vehicles and industrial equipment that include wheel alignment equipment, wheel balancers, tire changers, vehicle lifts, test lane systems, collision repair equipment, vehicle air conditioning service equipment, brake service equipment, fluid exchange equipment, transmission troubleshooting equipment, safety testing equipment, battery chargers, and hoists. Further, it provides financing programs to facilitate the sales of its products and support its franchise business. The company serves the aviation and aerospace, agriculture, construction, government and military, mining, natural resources, power generation, and technical education industries, as well as vehicle dealerships and repair centers. Snap-on Incorporated was founded in 1920 and is headquartered in Kenosha, Wisconsin.",Kenosha,262 656 5200,WI,United States,,http://www.snapon.com,1.0,2801 80th Street,,Tools & Accessories,151.22,151.2,133.38022,0.027707975,0.4041,,151.68,,332780.0,,151.22,147.73713999999995,4.19,151.2,,332780.0,,,,4.32,1597795200.0,1.374024,,,147.57,2.0,USD,14.227768,366801.0,,,,8043009024.0,,,434026.0,2.132293,147.57,165.15,,800.0,366801.0,172.61,13.68582,,1.99,90.72,148.44,False,0.0286,1000.0,151.68,NYQ,Snap-On Incorporated,Snap-on Incorporated,America/New_York,EDT,False,-14400000.0,EQUITY,SNA,finmb_303646,us_market,,2.408,,0.15207,9.867,-0.043032527,,10.79,,54466100.0,,,64.018,5524808.0,0.1014,,1577491200.0,1.01407,573600000.0,10.379,,0.15022206,2.306695,0.01359,1640649600.0,1593216000.0,13.95,1594771200.0,53699264.0,9084470272.0,,842400000.0,3:02,,,-0.439,1597363200.0,1.63,,0.1162,6240237.0,,,151.2,https://logo.clearbit.com/snapon.com,,,,,
SO,Southern Company,reports,Utilities,Electric Utilities,"Atlanta, Georgia",4/3/57,92122,1945,30308,Utilities,27943.0,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. It operates in four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services. The company also constructs, acquires, owns, and manages power generation assets, including renewable energy facilities and sells electricity in the wholesale market; and distributes natural gas in Illinois, Georgia, Virginia, and Tennessee, as well as provides gas marketing services, wholesale gas services, and gas pipeline investments operations. It owns and/or operates 30 hydroelectric generating stations, 24 fossil fuel generating stations, 3 nuclear generating stations, 13 combined cycle/cogeneration stations, 42 solar facilities, 10 wind facilities, and 1 biomass facility; and constructs, operates, and maintains 75,585 miles of natural gas pipelines and 14 storage facilities with total capacity of 157 Bcf to provide natural gas to residential, commercial, and industrial customers. The company serves approximately 8 million electric and gas utility customers. It also provides products and services in the areas of energy efficiency, and utility infrastructure. In addition, the company offers digital wireless communications services with various communication options, including push to talk, cellular service, text messaging, wireless Internet access, and wireless data. The Southern Company was incorporated in 1945 and is headquartered in Atlanta, Georgia.",Atlanta,404-506-5000,GA,United States,,http://www.southerncompany.com,1.0,"30 Ivan Allen Jr. Boulevard, N.W.",,Utilities—Regulated Electric,52.29,52.43,55.476303,0.047810286,0.8197,,53.3201,,3785260.0,,52.29,53.75343,2.5,52.43,,3785260.0,,,,2.56,1597363200.0,0.393534,,,51.87,2.0,USD,17.29951,6638390.0,,,,55816466432.0,,,4203623.0,2.7165263,51.87,53.41,,1000.0,6638390.0,71.1,15.918674,,4.59,41.96,52.67,False,0.049000002,800.0,53.3201,NYQ,Southern Company (The),The Southern Company,America/New_York,EDT,False,-14400000.0,EQUITY,SO,finmb_120623,us_market,,5.242000000000001,,0.15754,11.937,-0.11657369,,3.32,,1056129984.0,,,26.199,9513180.0,0.009000000000000001,,1577750400.0,0.61253,3236999936.0,3.055,,0.15022206,2.0172524,0.0013800000000000002,1640908800.0,1593475200.0,2.5,1594771200.0,1053849506.0,107716000000.0,,986256000.0,10000:6109,,,-0.319,1597363200.0,3.64,,0.009000000000000001,11965760.0,,,52.43,https://logo.clearbit.com/southerncompany.com,,,,,
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",1/7/94,92380,1967,75235-1611,Industrials,61118.0,"Southwest Airlines Co. operates a passenger airline that provides scheduled air transportation services in the United States and near-international markets. As of December 31, 2019, the company operated a total of 747 Boeing 737 aircraft; and served 101 destinations in 40 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as 10 near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba, the Cayman Islands, and Turks and Caicos. It also offers inflight entertainment and connectivity service on Wi-Fi enabled aircraft; and sells points and related services to business partners participating in the Rapid Rewards loyalty program, such as car rental agencies, hotels, and restaurants. In addition, the company provides a suite of digital platforms to support customers' needs across the travel journey, including Southwest.com, mobile.southwest.com, an iOS app, an iPadOS app, and an android app; and SWABIZ, an online booking tool. Further, it offers ancillary services, such as Southwest's EarlyBird Check-In, upgraded boarding, and transportation of pets and unaccompanied minors. Southwest Airlines Co. was founded in 1967 and is headquartered in Dallas, Texas.",Dallas,214 792 4000,TX,United States,,http://www.southwest.com,1.0,PO Box 36611,,Airlines,39.39,39.18,34.701015000000005,0.013709063999999998,1.5882001,,40.8,,12826240.0,,39.39,34.569714000000005,0.54,39.18,,12826240.0,,,,,1583193600.0,1.315496,,,39.18,2.0,USD,132.78688,15410212.0,,,,23889815552.0,,,15674623.0,1.4381925,39.18,39.93,,1400.0,15410212.0,58.83,23.964497,,1.02,22.47,39.7,False,,1800.0,40.8,NYQ,Southwest Airlines Company,Southwest Airlines Co.,America/New_York,EDT,False,-14400000.0,EQUITY,LUV,finmb_31726,us_market,,1.22,,0.00981,72.66,-0.26208323,,1.69,,589872000.0,,,18.441,15208813.0,0.025799999,,1577750400.0,0.76337,163000000.0,0.305,,0.15022206,2.1961932,0.00247,1640908800.0,1593475200.0,1.17,1594771200.0,587783961.0,20272062464.0,,982281600.0,3:02,,,,1597363200.0,0.79,,0.032899998,13553869.0,,,39.18,https://logo.clearbit.com/southwest.com,,,,,
SWK,Stanley Black & Decker,reports,Industrials,Industrial Machinery,"New Britain, Connecticut",30/9/82,93556,1843,6053,Industrials,59438.0,"Stanley Black & Decker, Inc. engages in tools and storage, industrial, and security businesses worldwide. Its Tools & Storage segment offers power tools and equipment, including professional products, such as professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products comprising corded and cordless electric power tools primarily under the BLACK+DECKER brand, as well as lawn and garden products and related accessories, and home products. This segment sells its products through retailers, distributors, and a direct sales force to professional end users, distributors, retail consumers, and industrial customers in various industries. The company's Industrial segment provides engineered fastening products and systems to customers in the automotive, manufacturing, electronics, construction, aerospace industries, and others; sells and rents custom pipe handling, joint welding, and coating equipment for use in the construction of large and small diameter pipelines, as well as provides pipeline inspection services; and sells hydraulic tools, attachments, and accessories. This segment also serves oil and natural gas pipeline industry and other industrial customers. Its Security segment designs, supplies, and installs commercial electronic security systems and provides electronic security services; offers healthcare solutions, which include asset tracking, infant protection, pediatric protection, patient protection, wander management, fall management, and emergency call products; and sells automatic doors to commercial customers. This segment serves consumers, retailers, educational, financial, and healthcare institutions, as well as commercial, governmental, and industrial customers. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. Stanley Black & Decker, Inc. was founded in 1843 and is headquartered in New Britain, Connecticut.",New Britain,860-225-5111,CT,United States,,http://www.stanleyblackanddecker.com,1.0,1000 Stanley Drive,,Tools & Accessories,160.13,158.36,130.8887,0.017235993999999998,0.52669996,,159.14,,966300.0,,160.13,157.98943,2.76,158.36,,966300.0,,,,2.8,1598832000.0,1.560758,,,154.98,2.0,USD,29.705996000000006,922834.0,,,,24846520320.0,,,1154043.0,1.8237183,154.98,155.95,,1100.0,922834.0,173.67,17.88506,,1.86,70.0,150.04,False,0.0175,1000.0,159.14,NYQ,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",America/New_York,EDT,False,-14400000.0,EQUITY,SWK,finmb_304977,us_market,,2.364,,0.05881,15.715,0.08599532,,8.74,,159682000.0,,,52.977,3401326.0,0.021300001,,1577491200.0,0.8931899999999999,796499968.0,5.238,,0.15022206,2.9371238,0.00283,1640649600.0,1593216000.0,3.13,1594771200.0,159301702.0,32212037632.0,,833846400.0,2:01,,,-0.331,1597363200.0,5.81,,0.0215,4469328.0,,,158.36,https://logo.clearbit.com/stanleyblackanddecker.com,,,,,
SBUX,Starbucks Corp.,reports,Consumer Discretionary,Restaurants,"Seattle, Washington",,829224,1971,98134,Consumer Cyclical,346000.0,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates in three segments: Americas; International; and Channel Development. Its stores offer coffee and tea beverages, roasted whole bean and ground coffees, single-serve and ready-to-drink beverages, and iced tea; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. It offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brand names. As of October 30, 2019, the company operated approximately 31,000 stores. Starbucks Corporation was founded in 1971 and is based in Seattle, Washington.",Seattle,206-447-1575,WA,United States,,http://www.starbucks.com,1.0,2401 Utah Avenue South,,Restaurants,86.27,85.27,75.13558,0.019010086,1.4196,,87.5834,,9467060.0,,86.27,79.00143,1.64,85.27,,9467060.0,,,,1.64,1596672000.0,0.808249,,,84.77,2.0,USD,75.85258,11083140.0,,,,99844292608.0,,,9274881.0,4.1494765,84.77,85.1,,900.0,11083140.0,94.13,31.869404,,1.72,50.02,84.6,False,0.019,1100.0,87.5834,NMS,Starbucks Corporation,Starbucks Corporation,America/New_York,EDT,True,-14400000.0,EQUITY,SBUX,finmb_34745,us_market,,5.047,,0.055630002000000005,36.038,-0.08379364,,2.68,,1168999936.0,,,-7.376,12814530.0,0.011,,1569715200.0,0.70277,1338499968.0,1.126,,,,0.00232,1632873600.0,1593302400.0,1.58,1594771200.0,1130715250.0,121440000000.0,,,,,,,1597363200.0,33.51,,0.011,17345187.0,,,85.27,https://logo.clearbit.com/starbucks.com,,,,,008ad8c5-a728-3e78-9380-bba1f5a13a9e
STT,State Street Corp.,reports,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",,93751,1792,2111,Financial Services,39068.0,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide. It offers investment servicing products and services, including custody; product and participant level accounting; daily pricing and administration; master trust and master custody; depotbank services; record-keeping; cash management; foreign exchange, brokerage, and other trading services; securities finance; deposit and short-term investment facilities; loans and lease financing; investment manager and alternative investment manager operations outsourcing; performance, risk, and compliance analytics; and financial data management to support institutional investors. The company also engages in the investment servicing line of business, such as portfolio modeling and construction; trade order management; investment risk and compliance; and wealth management solutions. In addition, it provides investment management strategies and products, such as core and enhanced indexing, multi-asset strategies, active quantitative and fundamental active capabilities, and alternative investment strategies. Further, the company offers services and solutions, including environmental, social, and governance investing; defined benefit and defined contribution; and outsourced chief investment officer, as well as exchange-traded fund under the SPDR ETF brand. The company provides its products and services to mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, foundations, endowments, and investment managers. State Street Corporation was founded in 1792 and is headquartered in Boston, Massachusetts.",Boston,617-786-3000,MA,United States,,http://www.statestreet.com,1.0,State Street Financial Center,,Asset Management,68.35,67.25,61.696014,0.030431602,0.3328,,67.63,,2451520.0,,68.35,66.936,2.08,67.25,,2451520.0,,,,2.08,1593475200.0,1.52787,,,65.3998,2.0,USD,10.501442,2048601.0,,,,23098707968.0,,,2191185.0,1.954867,65.3998,66.59,,800.0,2048601.0,85.89,10.355451,,2.3,42.1,64.85,False,0.0304,800.0,67.63,NYQ,State Street Corporation,State Street Corporation,America/New_York,EDT,False,-14400000.0,EQUITY,STT,finmb_188785,us_market,,-2.9330000000000003,,0.20945999,,0.16162467,,6.33,,351956000.0,,,63.573,6018891.0,0.0171,,1577750400.0,0.95308995,2262000128.0,6.242000000000001,,0.15022206,1.0310981,0.00465,1640908800.0,1593475200.0,2.89,1594771200.0,332942266.0,-34655604736.0,,991267200.0,2:01,,,0.182,1597363200.0,5.77,,0.0171,3310633.0,,,67.25,https://logo.clearbit.com/statestreet.com,One Lincoln Street,,,,
STE,STERIS plc,reports,Health Care,Health Care Equipment,"Dublin, Ireland",23/12/19,1757898,1985,D02 R296,Healthcare,13000.0,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates in four segments: Healthcare Products, Healthcare Specialty Services, Life Sciences, and Applied Sterilization Technologies. The Healthcare Products segment offers cleaning chemistries and sterility assurance products; accessories for gastrointestinal (GI) procedures, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in the operating room, including surgical tables, lights, equipment management services, and connectivity solutions. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services. This segment offers its products and services to acute care hospitals, ambulatory surgery centers, and GI clinics. The Healthcare Specialty Services segment provides solutions and managed services, such as instrument and endoscope repair and maintenance solutions; custom process improvement consulting services; and outsourced instrument sterile processing services to acute care hospitals and other healthcare settings. The Life Sciences segment offers formulated cleaning chemistries, barrier and sterility assurance products, steam and vaporized hydrogen peroxide sterilizers, and washer disinfectors. The Applied Sterilization Technologies segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of approximately 50 contract sterilization and laboratory facilities. The company was founded in 1985 and is based in Dublin, Ireland.",Dublin,353 1 232 2000,,Ireland,,http://www.steris.com,1.0,70 Sir John Rogersonâs Quay,,Medical Instruments & Supplies,157.92,157.1,151.8621,0.009371834,0.3083,,159.59,,370420.0,,157.92,157.76915,1.48,157.1,,370420.0,,,,1.6,1598400000.0,0.7028979999999999,,,155.99,2.0,USD,33.129166,605548.0,,,,13525144576.0,,,454448.0,4.503842,155.99,159.52,,1200.0,605548.0,168.98,24.654264,,1.22,105.69,159.3,False,0.0101,1000.0,159.59,NYQ,STERIS plc (Ireland),STERIS plc,America/New_York,EDT,False,-14400000.0,EQUITY,STE,finmb_34783,us_market,,4.793,,0.13693,19.189,0.11509681,,6.45,,85053104.0,,,40.85,919485.0,0.0108,,1585612800.0,0.91924006,411204992.0,4.8,,0.15022206,3.8927786,0.011829999,1648684800.0,1593475200.0,2.21,1594771200.0,84590414.0,14393889792.0,,904003200.0,2:01,,,0.043,1597363200.0,2.82,,0.012200001,855482.0,,,157.1,https://logo.clearbit.com/steris.com,Dublin 2,,,,
